"index","organization_id","name","country","description","order_date","ship_date","industry","no_of_emp","customer_id","product_id","sales"
402,"2A254Fb0Ad525E6","Schroeder-Powell","Uruguay","User-centric actuating collaboration","2014-09-20","2014-09-23","Facilities Services",8061,"AG-10675","TEC-AC-10000158","801.568"
403,"6e55eBc25779EC5","Trevino, Lawson and Avila","Philippines","Right-sized executive data-warehouse","2014-09-20","2014-09-23","Package / Freight Delivery",4201,"LF-17185","OFF-PA-10001947","75.18"
404,"c2Ac9Fb81bBfCFd","Duarte-Boone","Sierra Leone","Expanded mission-critical standardization","2014-09-20","2014-09-23","Gambling / Casinos",1363,"SP-20650","OFF-AR-10003478","30.98"
405,"246d8De4cadAdea","Jacobson Inc","Peru","Fundamental 3rdgeneration website","2014-09-20","2014-09-23","Broadcast Media",451,"RF-19840","OFF-AP-10004249","1349.91"
406,"813f5339Ad1cf6e","Sparks-Savage","Macao","Enhanced systemic conglomeration","2016-11-11","2016-11-15","Electrical / Electronic Manufacturing",9288,"KH-16510","TEC-AC-10000158","14.112"
407,"eb4bF3473a5AfB6","Herring-Kline","Solomon Islands","Compatible hybrid functionalities","2015-09-16","2015-09-21","Consumer Services",2983,"KH-16510","TEC-CO-10004115","31.12"
408,"3a4Fd31d16d2A42","Garner-Hoover","Indonesia","Fundamental 4thgeneration productivity","2014-06-24","2014-06-28","Information Services",6405,"KH-16510","OFF-PA-10003724","4.272"
409,"EBdCEAf8b6B2fb5","Schaefer Ltd","British Indian Ocean Territory (Chagos Archipelago)","Managed national product","2016-08-12","2016-08-17","Leisure / Travel",5199,"KH-16510","FUR-TA-10002041","209.148"
410,"8bBC7a4bA6388F6","Peters, Booker and Ramirez","Korea","Cross-group executive database","2016-08-12","2016-08-17","Newspapers / Journalism",4559,"KH-16510","OFF-PA-10002893","1591.02"
411,"eE2D54F3Ad9c126","Cantrell-Glover","Aruba","Reduced foreground firmware","2017-04-13","2017-04-17","Facilities Services",313,"KH-16510","OFF-LA-10003766","7.92"
412,"4359C6b7533Ebf9","Trujillo-Copeland","Taiwan","Diverse responsive implementation","2014-03-14","2014-03-17","Shipbuilding",2258,"KH-16510","OFF-PA-10001970","574.91"
413,"F932fE8fc8bdBB5","Acosta LLC","Egypt","Synergized mission-critical alliance","2014-03-14","2014-03-17","Maritime",2378,"KH-16510","FUR-BO-10001972","8.448"
414,"e80c7A5efCd4FAd","Romero Ltd","Montserrat","Synergized exuding neural-net","2017-09-22","2017-09-24","Glass / Ceramics / Concrete",4366,"KH-16510","FUR-CH-10003956","1071"
415,"C9d4Fb3bEBd10bc","Esparza Inc","Isle of Man","Customizable bi-directional emulation","2017-09-22","2017-09-24","Government Relations",9246,"KC-16675","OFF-PA-10000157","12.07"
416,"DB6109ab9Fff8f4","Richard-Conway","Lao People's Democratic Republic","Switchable transitional toolset","2017-12-10","2017-12-13","Fundraising",9510,"KC-16675","FUR-CH-10001891","3.273"
417,"64D0598e6f89c12","Santiago, Colon and Castaneda","Iraq","Function-based systematic structure","2017-12-10","2017-12-13","Other Industry",4864,"CJ-12010","OFF-AR-10004344","87.92"
418,"aB6fB6DaBbeFBcd","Holloway, Kaufman and Cross","United States Minor Outlying Islands","Vision-oriented client-driven hub","2016-03-10","2016-03-14","Arts / Crafts",9728,"PB-19150","FUR-CH-10004886","104.696"
419,"899bB7fFb24dB4f","Ward-Hull","Nigeria","Implemented didactic circuit","2015-01-27","2015-01-29","Legislative Office",1820,"VB-21745","OFF-PA-10003845","2803.92"
420,"fA6F5FdDe1fA676","Gamble, Golden and Bauer","Yemen","Intuitive uniform monitoring","2016-09-26","2016-09-27","Veterinary",123,"SP-20860","OFF-AR-10001573","6.816"
421,"8a3f4C30964e1Af","Small-Peters","Russian Federation","Total mission-critical monitoring","2015-10-18","2015-10-22","Computer Hardware",9212,"SP-20860","OFF-EN-10000483","249.584"
422,"d91eC733ad5eEdA","Zamora-Bryan","Seychelles","Face-to-face tertiary installation","2015-10-18","2015-10-22","Food / Beverages",5592,"JE-15745","TEC-AC-10004114","17.94"
423,"b652ddF7A4E3DDc","Fisher-Golden","Myanmar","Quality-focused intangible matrix","2015-10-18","2015-10-22","Medical Practice",3274,"MP-17965","FUR-FU-10004712","10.11"
424,"cdc1aF831afDf88","Ellis, Gutierrez and Bush","Papua New Guinea","Managed human-resource core","2014-10-27","2014-11-01","Real Estate / Mortgage",4414,"MP-17965","OFF-ST-10000918","10.368"
425,"e4ECA9070d0ffad","Bray, Boyle and Morrison","Tunisia","Multi-layered tangible framework","2014-10-27","2014-11-01","Investment Banking / Venture",6353,"NF-18385","FUR-CH-10000015","11.952"
426,"10F36ADe6f82dFE","Osborn-Howard","Liberia","Inverse optimal core","2017-10-02","2017-10-04","Newspapers / Journalism",1133,"JM-15265","FUR-FU-10003347","15.224"
427,"b9c3c546ef12386","Rollins, Hoffman and Bender","Niger","Configurable national flexibility","2017-10-02","2017-10-04","Library",5599,"JM-15265","OFF-BI-10001543","21.984"
428,"D253B3cEE134fed","Gallagher-Patel","Central African Republic","Operative disintermediate frame","2014-07-23","2014-07-27","Computer / Network Security",9633,"SD-20485","TEC-MA-10000029","604.752"
429,"2aA7CEfa23acc4b","Jarvis, Patrick and Farmer","Sri Lanka","Persevering context-sensitive capacity","2014-07-23","2014-07-27","Warehousing",7563,"KH-16630","OFF-AR-10000369","40.7"
430,"3C6fd0d86E7BAAF","Smith-Terrell","Cameroon","User-centric tangible contingency","2014-07-23","2014-07-27","Mental Health Care",404,"RB-19795","OFF-BI-10004584","302.376"
431,"ed8ABDCda9dd862","Esparza, Lyons and Diaz","Botswana","Total homogeneous standardization","2014-07-23","2014-07-27","Library",9231,"RB-19795","TEC-AC-10004659","45"
432,"8AEc5b28dEfbCc6","Nichols-Maynard","Martinique","Reverse-engineered local infrastructure","2014-09-12","2014-09-17","Photography",779,"RB-19795","TEC-AC-10004659","3785.292"
433,"Ba4Ed05a7e04feC","Mcintyre, Williams and Gray","Germany","Self-enabling asynchronous budgetary management","2016-09-15","2016-09-20","Industrial Automation",6366,"RB-19795","OFF-ST-10000617","35.4"
434,"b9Be4Fc8E2579F8","Sexton Ltd","Tajikistan","Up-sized leadingedge info-mediaries","2014-11-27","2014-12-01","Environmental Services",3590,"DB-13060","OFF-ST-10003306","199.9"
435,"c7E8Caa3fe0ea9C","Wilson-Garrett","Denmark","Advanced bifurcated database","2014-05-11","2014-05-16","Photography",3238,"MK-18160","OFF-BI-10000773","1212.96"
436,"DfFd5cb3C19FA22","Finley-Sloan","Bangladesh","Self-enabling bi-directional parallelism","2015-08-28","2015-09-01","Graphic Design / Web Design",5042,"MK-18160","TEC-AC-10002600","1099.96"
437,"ecDdb1DbF500Ec1","Moon, Hendrix and Morton","Sao Tome and Principe","Configurable contextually-based process improvement","2015-08-28","2015-09-01","Fishery",2131,"PO-19180","TEC-MA-10002937","103.481"
438,"1A1B5789e3EaeBe","Finley Ltd","Portugal","Triple-buffered web-enabled complexity","2015-06-19","2015-06-19","Recreational Facilities / Services",728,"PO-19180","OFF-PA-10001970","5.904"
439,"F332EbdbF6EDEa1","Rojas-Castro","Saint Martin","Expanded bi-directional definition","2015-08-17","2015-08-23","Construction",8201,"BB-11545","OFF-PA-10002230","30.08"
440,"Ac3Ce792fadCd5f","Wang-Holloway","Germany","Business-focused mobile hardware","2015-08-17","2015-08-23","Computer Games",4447,"CV-12805","FUR-CH-10003396","36.288"
441,"ACC61A49398bDD4","Collier-Howe","American Samoa","Polarized high-level complexity","2015-08-17","2015-08-23","Education Management",1416,"PK-19075","FUR-FU-10000246","10.272"
442,"0daFfd6b62b2Ddc","Wilkins-Bright","Philippines","Universal uniform structure","2015-08-17","2015-08-23","Restaurants",751,"PK-19075","OFF-ST-10000060","252.8"
443,"57A23e8bcf9d340","Larson and Sons","Jersey","Pre-emptive disintermediate flexibility","2015-09-25","2015-09-25","Real Estate / Mortgage",3786,"PK-19075","OFF-ST-10003058","2.946"
444,"537fDeebAeE6bC4","Davidson, Church and Sutton","Yemen","Total actuating artificial intelligence","2017-05-26","2017-05-31","Maritime",9719,"PK-19075","OFF-PA-10002222","12.96"
445,"E5De6aCBD50d1B0","Olsen, Oneal and Benton","Maldives","Triple-buffered asynchronous extranet","2017-07-31","2017-08-05","International Affairs",6078,"PK-19075","FUR-CH-10002372","285.576"
446,"12a9BcA2E517Fb3","Lin-Weiss","Luxembourg","Fully-configurable web-enabled encryption","2014-10-12","2014-10-17","Cosmetics",2363,"PK-19075","OFF-LA-10001317","22.24"
447,"eDBDABFD62CBea7","Clements, Hahn and Stark","Cambodia","Streamlined mission-critical leverage","2014-05-25","2014-05-29","Hospitality",7663,"TB-21595","FUR-FU-10000206","14.62"
448,"4F223d5C80A096D","Huang-Ochoa","Guadeloupe","Automated explicit benchmark","2014-12-29","2014-12-31","Apparel / Fashion",6839,"RB-19360","OFF-AR-10000588","48.36"
449,"b9f7DCE0f4F1aB4","Garza-Obrien","Nepal","Enhanced 4thgeneration emulation","2017-04-07","2017-04-11","Machinery",1137,"RB-19360","OFF-ST-10001469","16.256"
450,"9C9AD5abae300F4","Lin, Rasmussen and Graves","Bahrain","Future-proofed 24hour access","2017-04-07","2017-04-11","Business Supplies / Equipment",6903,"RB-19360","OFF-AR-10001953","219.184"
451,"A66737cE0cCb2c6","Huerta PLC","Gambia","Operative fault-tolerant alliance","2015-03-01","2015-03-02","Dairy",4337,"RB-19360","OFF-AR-10003156","95.84"
452,"a0d87f09Fb9d6D4","Lawson Ltd","Mauritius","Public-key national concept","2015-05-29","2015-06-03","Machinery",4988,"RB-19360","OFF-AR-10004974","12.39"
453,"B35CAaaA264f0AF","Bond, Snyder and Dixon","Saint Pierre and Miquelon","Open-architected 3rdgeneration pricing structure","2016-09-22","2016-09-28","Individual / Family Services",9271,"RB-19360","TEC-PH-10002365","35.88"
454,"dcBFdC5B5ef0C20","Galvan, Clarke and Murray","Eritrea","Cross-group 5thgeneration productivity","2017-05-27","2017-06-03","Performing Arts",8788,"EB-13705","FUR-TA-10001539","477.3"
455,"c357e7EceE0Ec17","Jordan, Duffy and Guzman","Italy","Persevering needs-based knowledgebase","2016-09-17","2016-09-23","Hospital / Health Care",5201,"EB-13705","OFF-ST-10000142","12.32"
456,"51Ccd5cdfdbA968","Morrison-Ramos","Korea","Synergized bi-directional algorithm","2014-09-08","2014-09-13","Consumer Services",1587,"KH-16630","TEC-AC-10001772","8.608"
457,"D2Ec908Ab8c0c38","Good-Macias","Nigeria","Multi-layered bandwidth-monitored hierarchy","2017-06-03","2017-06-07","Dairy",3744,"SC-20095","FUR-CH-10000225","136.26"
458,"9aCCDfeAF7b9Fd7","Wade, Walls and Maynard","Uruguay","Ameliorated neutral monitoring","2015-09-28","2015-10-05","Alternative Medicine",317,"NF-18385","FUR-CH-10002331","186.15"
459,"c752f7a2f5cc75d","Sexton-Meza","Tonga","Self-enabling foreground parallelism","2015-09-28","2015-10-05","Automotive",4820,"NF-18385","OFF-EN-10001415","81.792"
460,"Bed9fEADDC70a6c","Singh-Bartlett","Slovenia","Digitized optimizing time-frame","2015-09-28","2015-10-05","Wireless",866,"JH-15985","OFF-AP-10002472","47.19"
461,"C7AFe1E7295d09a","Roth and Sons","Angola","Visionary heuristic throughput","2015-09-28","2015-10-05","Computer Hardware",311,"JH-15985","TEC-AC-10004571","36.784"
462,"2402eCd89B5E16D","Velazquez, Brewer and Mahoney","Haiti","Synergistic upward-trending installation","2016-06-16","2016-06-19","Performing Arts",3884,"JH-15985","OFF-BI-10001098","91.475"
463,"5fdD9eeCDb02e0f","Tucker, Hartman and Mathews","Oman","Phased dedicated success","2017-05-27","2017-06-03","Restaurants",9088,"TN-21040","FUR-FU-10000023","27.192"
464,"EFDcb0cbCDD1AAa","Patrick LLC","United States of America","Managed intermediate pricing structure","2017-05-27","2017-06-03","Facilities Services",7948,"TN-21040","FUR-TA-10001889","12.06"
465,"9e9d7dd6fC1dbc5","Hubbard-Clements","Slovenia","Virtual demand-driven complexity","2014-10-09","2014-10-14","Warehousing",1787,"TN-21040","OFF-BI-10000315","144.6"
466,"A5c4BeADeDD7Bb4","Bradford, Joyce and Pennington","Niger","Intuitive multimedia superstructure","2014-10-09","2014-10-14","Law Practice / Law Firms",4823,"TN-21040","OFF-SU-10003505","15.992"
467,"2FaB6dAd4AfE024","Marquez-Blankenship","American Samoa","Self-enabling optimal adapter","2014-11-17","2014-11-22","Warehousing",8562,"TN-21040","OFF-AP-10002578","34.44"
468,"5D0c0f0adBFA445","Aguirre, Hicks and Garrison","Nepal","Fully-configurable zero-defect frame","2014-10-19","2014-10-24","Library",4851,"JS-15940","FUR-FU-10002918","321.552"
469,"dc3eabeb28FCfE2","Daniel, Mcintosh and Dickson","Netherlands","Distributed next generation algorithm","2017-11-25","2017-11-30","Library",1201,"DS-13180","FUR-BO-10002824","701.96"
470,"f03861dC4857c02","Frost, Hebert and Rojas","Sao Tome and Principe","Proactive bottom-line initiative","2014-02-27","2014-03-03","Plastics",2521,"CC-12670","OFF-BI-10002194","19.456"
471,"65D404Ef2f8c294","Bradford and Sons","Suriname","Managed upward-trending encryption","2014-12-21","2014-12-25","Veterinary",622,"MH-17785","OFF-PA-10004071","17.28"
472,"a1C2B67b5A01adf","Boyd LLC","American Samoa","Open-architected multi-tasking functionalities","2016-11-19","2016-11-23","Luxury Goods / Jewelry",159,"JP-15520","OFF-ST-10002743","31.96"
473,"b419bFbDf7cEb25","Cooke-Mcgee","Germany","Polarized high-level service-desk","2017-11-05","2017-11-10","Music",3064,"JP-15520","FUR-BO-10001601","164.688"
474,"F1d537929fa45ad","Mcconnell-Schroeder","Ecuador","Integrated 24hour forecast","2017-11-05","2017-11-10","Primary / Secondary Education",4884,"JP-15520","TEC-PH-10002680","166.5"
475,"B25FFE2fdBC55d1","Sampson-Copeland","Bouvet Island (Bouvetoya)","Networked leadingedge concept","2017-11-05","2017-11-10","Marketing / Advertising / Sales",3811,"JP-15520","OFF-ST-10001321","12.96"
476,"ED8dE6F5F3a97DB","Livingston Ltd","Korea","Face-to-face full-range contingency","2017-11-05","2017-11-10","Hospitality",5395,"JP-15520","OFF-PA-10001509","110.96"
477,"5B77F60C3Cc6ae6","Barnett, Ho and Shah","Belgium","Cross-group user-facing middleware","2017-11-05","2017-11-10","Information Services",5971,"JP-15520","OFF-PA-10003465","99.98"
478,"F3dA775Bab0f1f7","Wise-Valenzuela","Guadeloupe","Quality-focused cohesive website","2017-11-05","2017-11-10","Chemicals",3269,"KH-16690","TEC-PH-10000149","11.424"
479,"a42dEAFEEFCD41F","Shields LLC","Saudi Arabia","Decentralized real-time utilization","2017-11-05","2017-11-10","Sports",1547,"JE-15475","FUR-FU-10002671","128.124"
480,"D5e778EF78bfc2f","Pennington, Hooper and Perkins","Saint Barthelemy","Customizable user-facing initiative","2017-11-05","2017-11-10","Dairy",8560,"JG-15805","OFF-AR-10003045","101.4"
481,"1A1402CAa5A1f1c","Estrada-Leon","Cocos (Keeling) Islands","De-engineered executive initiative","2015-05-31","2015-06-05","Events Services",4218,"JG-15805","OFF-ST-10000689","5.904"
482,"06fAe819ccE7D30","Beard PLC","France","Multi-layered clear-thinking paradigm","2015-05-31","2015-06-05","Facilities Services",2987,"XP-21865","TEC-AC-10001445","173.488"
483,"bfbafA179E73bE7","Bates PLC","New Zealand","Inverse non-volatile archive","2015-05-31","2015-06-05","Religious Institutions",674,"EM-14065","OFF-AR-10002053","51.56"
484,"1bFF3577dbcEb9A","Macdonald-Villegas","Nicaragua","User-friendly cohesive artificial intelligence","2015-05-31","2015-06-05","Animation",8501,"EM-14065","TEC-AC-10002567","3.564"
485,"DAA6D3E06EaDa02","Mata, Benjamin and Sanchez","Western Sahara","Total responsive adapter","2014-09-07","2014-09-14","Business Supplies / Equipment",2814,"MT-18070","OFF-LA-10003923","13.16"
486,"5b62b5165B3A0C8","Rice, Norton and Stein","Cook Islands","Visionary scalable ability","2014-09-07","2014-09-14","Transportation",6307,"MT-18070","FUR-BO-10001337","3.828"
487,"BD4fe0a98Ee79C2","Mahoney-Lowe","Wallis and Futuna","Balanced systematic info-mediaries","2014-09-07","2014-09-14","Logistics / Procurement",5763,"MT-18070","TEC-PH-10001924","304.99"
488,"B061d4651eDB294","Simmons Group","Sweden","Diverse zero-defect attitude","2017-11-06","2017-11-12","Entertainment / Movie Production",3416,"SA-20830","TEC-PH-10001363","18.16"
489,"6aA8Ef34dCeEd25","Holt, Morris and Delgado","Argentina","Innovative stable Local Area Network","2015-06-20","2015-06-24","Translation / Localization",7672,"CW-11905","TEC-PH-10000376","319.984"
490,"b0e3302F6101261","Yates, Best and Zuniga","Trinidad and Tobago","Multi-lateral local infrastructure","2014-07-22","2014-07-28","Food Production",1009,"CW-11905","TEC-AC-10000303","19.68"
491,"5ee52CbB3A2ea9d","Byrd LLC","Palau","Object-based 5thgeneration synergy","2016-12-02","2016-12-04","Mental Health Care",6537,"CW-11905","OFF-AR-10001953","781.864"
492,"0a3Ca1E9C01BAAE","Barber LLC","Antarctica (the territory South of 60 deg S)","Distributed tangible productivity","2016-12-02","2016-12-04","Insurance",1021,"AJ-10960","OFF-ST-10001809","30.816"
493,"52bc0070051fBF9","Potter-Solis","Kenya","Horizontal asymmetric interface","2017-10-12","2017-10-12","Entertainment / Movie Production",4209,"AJ-10960","OFF-EN-10003845","673.344"
494,"dCA30bEc2E880F8","Ramos-Kemp","Montserrat","Enterprise-wide modular extranet","2017-12-11","2017-12-13","Ranching",699,"SS-20590","TEC-AC-10000991","6.54"
495,"E60D6e153aa2e78","Cisneros-Parks","Pakistan","Face-to-face heuristic superstructure","2015-10-01","2015-10-04","Printing",7884,"RO-19780","FUR-TA-10001857","572.8"
496,"9D3Ec64eBDc768E","Jenkins Inc","Zimbabwe","Visionary radical approach","2016-08-05","2016-08-11","Renewables / Environment",1864,"MD-17350","OFF-EN-10001434","197.05"
497,"cA9D6b6FDefC6B8","Cummings, Woodard and Wiley","Western Sahara","Multi-lateral needs-based concept","2017-01-03","2017-01-07","Wine / Spirits",7436,"SC-20095","OFF-BI-10002498","2022.272"
498,"6a390f1BDcCFB4a","Holloway-Ali","Russian Federation","Enhanced multimedia database","2017-01-03","2017-01-07","Library",648,"SC-20095","FUR-FU-10004864","9.12"
499,"bC6aDFff45c6bDD","Mclaughlin LLC","Estonia","Open-architected mobile orchestration","2017-11-07","2017-11-07","Ranching",5650,"SC-20095","FUR-CH-10002602","38.16"
500,"ff39194b871F0dB","Macias-Chung","Palau","Object-based dynamic installation","2016-01-03","2016-01-08","Motion Pictures / Film",8958,"SC-20095","FUR-FU-10000073","1592.85"
501,"8F3D5626D7D4F41","Ramos Ltd","Gambia","Focused zero administration open system","2016-01-03","2016-01-08","Computer / Network Security",9088,"MY-17380","OFF-BI-10001670","11.88"
502,"318C1F58cFcBda9","Weaver-Barnett","Belarus","Managed disintermediate moderator","2016-05-12","2016-05-16","Business Supplies / Equipment",8600,"MY-17380","OFF-BI-10001658","120"
503,"ab7EcA27EcCbc44","Macdonald PLC","Rwanda","Horizontal neutral algorithm","2016-05-12","2016-05-16","Gambling / Casinos",9950,"MY-17380","FUR-CH-10001215","8.67"
